"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"acute.control"	"control.latent"	"control.chronic"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"	"logFC"	"rank_by_logFC"
236003	"centromere protein W"	"Cenpw"	"689399"	"Centromere protein W"	"Cenpw"	"Rn.51"	"UI-R-DY1-cno-j-19-0-UI.s1 NCI_CGAP_DY1 Rattus norvegicus cDNA clone IMAGE:7332693 3-, mRNA sequence"	"20424025"	"BQ207560"	NA	NA	""	"1p11"	"Chromosome 1, NC_005100.4 (29915443..29920598)"	"DNA binding///protein heterodimerization activity"	"cell division///chromosome organization///chromosome organization///chromosome segregation///chromosome segregation///kinetochore assembly///kinetochore assembly///mitotic cell cycle///mitotic cell cycle///mitotic nuclear division"	"chromosome, centromeric region///chromosome, centromeric region///condensed chromosome kinetochore///kinetochore///kinetochore///nucleus"	"GO:0003677///GO:0046982"	"GO:0051301///GO:0051276///GO:0051276///GO:0007059///GO:0007059///GO:0051382///GO:0051382///GO:0000278///GO:0000278///GO:0007067"	"GO:0000775///GO:0000775///GO:0000777///GO:0000776///GO:0000776///GO:0005634"	3.21878453753333	-0.694371259533333	-0.000756297733333244	1.37542969377778	32.0344808267719	9.70324220456877e-07	0.000296919211459804	1.22663361038002	8
58090	""	""	""	""	""	""	"AGENCOURT_17583058 NIH_MGC_232 Rattus norvegicus cDNA clone IMAGE:7123222 5-, mRNA sequence"	"40819723"	"CK475625"	NA	NA	""	""	""	""	""	""	""	""	""	0.759762307066666	-0.301009010866667	-0.0604672008666666	1.26562758044444	31.7402425669756	1.02920085795898e-06	0.000299487254768955	-0.736232899695589	39
78033	""	""	""	"Transcribed locus"	""	"Rn.134582"	"UI-R-DQ1-clu-c-01-0-UI.s1 UI-R-DQ1 Rattus norvegicus cDNA clone UI-R-DQ1-clu-c-01-0-UI 3-, mRNA sequence"	"20416634"	"BQ200169"	NA	NA	""	""	""	""	""	""	""	""	""	4.83105209593333	-3.08609244253333	-1.58196482253333	4.00270232183333	31.584949332779	1.06190199014356e-06	0.000299487254768955	0.271363082744679	73
292064	""	""	""	"Cyclin B2-like"	"LOC100364016"	"Rn.124802"	"UI-R-FS0-cqo-m-08-0-UI.s1 NCI_CGAP_FS0 Rattus norvegicus cDNA clone IMAGE:7356178 3-, mRNA sequence"	"24999632"	"CA508678"	NA	NA	""	""	""	""	""	""	""	""	""	6.52877525993333	-1.54026742993333	-0.231845090733333	2.79238922294444	31.4923690430371	1.0819572656724e-06	0.000299487254768955	1.22531233182349	9
54106	"cell division cycle associated 8"	"Cdca8"	"500545"	""	""	""	"Rattus norvegicus cell division cycle associated 8, mRNA (cDNA clone MGC:94394 IMAGE:7134027), complete cds"	"50927056"	"BC079274"	NA	NA	""	"5q36"	"Chromosome 5, NC_005104.4 (142911310..142933536, complement)"	""	"cell division///chromosome organization///mitotic metaphase plate congression///mitotic metaphase plate congression///mitotic sister chromatid segregation"	"chromocenter///chromocenter///chromosome passenger complex///chromosome passenger complex///chromosome passenger complex///chromosome passenger complex///chromosome, centromeric region///chromosome, centromeric region///chromosome, centromeric region///cytoplasm///intercellular bridge///intercellular bridge///midbody///midbody///nucleolus///nucleolus///nucleus///protein complex///protein complex///spindle midzone"	""	"GO:0051301///GO:0051276///GO:0007080///GO:0007080///GO:0000070"	"GO:0010369///GO:0010369///GO:0032133///GO:0032133///GO:0032133///GO:0032133///GO:0000775///GO:0000775///GO:0000775///GO:0005737///GO:0045171///GO:0045171///GO:0030496///GO:0030496///GO:0005730///GO:0005730///GO:0005634///GO:0043234///GO:0043234///GO:0051233"	2.07826436193333	-0.472007843933333	-0.0367774909333332	1.43124208044444	31.4827304218163	1.08406981589702e-06	0.000299487254768955	0.538111471076791	53
245096	"cyclin A2"	"Ccna2"	"114494"	""	""	""	"Rattus norvegicus clone E6-B cyclin A2 variant mRNA, complete cds"	"48686578"	"AY623028"	NA	NA	""	"2q25"	"Chromosome 2, NC_005101.4 (123275463..123282265, complement)"	"molecular_function///protein kinase binding///protein kinase binding"	"Ras protein signal transduction///Ras protein signal transduction///cellular response to cocaine///cellular response to estradiol stimulus///cellular response to hypoxia///cellular response to insulin-like growth factor stimulus///cellular response to leptin stimulus///cellular response to luteinizing hormone stimulus///cellular response to nitric oxide///cellular response to organic cyclic compound///cellular response to platelet-derived growth factor stimulus///cochlea development///organ regeneration///positive regulation of fibroblast proliferation///positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated///regulation of G2/M transition of mitotic cell cycle///regulation of cyclin-dependent protein serine/threonine kinase activity///response to estradiol///response to glucagon"	"Golgi apparatus///Golgi apparatus///cellular_component///cyclin A2-CDK2 complex///cytoplasm///female pronucleus///female pronucleus///male pronucleus///male pronucleus///nucleoplasm///nucleoplasm///nucleus///nucleus"	"GO:0003674///GO:0019901///GO:0019901"	"GO:0007265///GO:0007265///GO:0071314///GO:0071392///GO:0071456///GO:1990314///GO:0044320///GO:0071373///GO:0071732///GO:0071407///GO:0036120///GO:0090102///GO:0031100///GO:0048146///GO:0045893///GO:0045893///GO:0010389///GO:0000079///GO:0032355///GO:0033762"	"GO:0005794///GO:0005794///GO:0005575///GO:0097124///GO:0005737///GO:0001939///GO:0001939///GO:0001940///GO:0001940///GO:0005654///GO:0005654///GO:0005634///GO:0005634"	2.36888211513333	-0.549191052333333	-0.0537719561333331	1.255617141	31.4675216483224	1.08741272884698e-06	0.000299487254768955	0.915809777147348	23
214046	"mitotic spindle organizing protein 2B"	"Mzt2b"	"287929"	"Mitotic spindle organizing protein 2B"	"Mzt2b"	"Rn.205073"	"UI-R-DY0-ckq-n-10-0-UI.s1 NCI_CGAP_DY0 Rattus norvegicus cDNA clone IMAGE:7327020 3-, mRNA sequence"	"18191453"	"BM391400"	NA	NA	""	"11q23"	"Chromosome 11, NC_005110.4 (89276513..89283939)"	""	""	"centrosome"	""	""	"GO:0005813"	1.58220383653333	-0.386442089333333	-0.513841580733333	2.03476241361111	31.4595088179639	1.08917866329923e-06	0.000299487254768955	-0.362924874621454	69
53028	"Rac GTPase-activating protein 1"	"Racgap1"	"315298"	"Rac GTPase-activating protein 1"	"Racgap1"	"Rn.101301"	"EST237551 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVEM36 3- end, mRNA sequence"	"4252763"	"AI409259"	NA	NA	""	"7q36"	"Chromosome 7, NC_005106.4 (141277303..141307298, complement)"	"GTPase activator activity///GTPase activator activity///alpha-tubulin binding///alpha-tubulin binding///beta-tubulin binding///beta-tubulin binding///gamma-tubulin binding///gamma-tubulin binding///metal ion binding///microtubule binding///microtubule binding///phosphatidylinositol-3,4,5-trisphosphate binding///phosphatidylinositol-3,4,5-trisphosphate binding///protein kinase binding///protein kinase binding"	"actomyosin contractile ring assembly///actomyosin contractile ring assembly///intracellular signal transduction///mitotic cytokinesis///mitotic cytokinesis///mitotic spindle midzone assembly///mitotic spindle midzone assembly///neuroblast proliferation///positive regulation of GTPase activity///positive regulation of cytokinesis///positive regulation of cytokinesis///regulation of GTPase activity///regulation of attachment of spindle microtubules to kinetochore///regulation of attachment of spindle microtubules to kinetochore///spermatogenesis///spermatogenesis///sulfate transport///sulfate transport"	"centralspindlin complex///centralspindlin complex///cleavage furrow///cleavage furrow///cytoplasm///extracellular exosome///extracellular exosome///extrinsic component of cytoplasmic side of plasma membrane///extrinsic component of cytoplasmic side of plasma membrane///midbody///midbody///mitotic spindle///nucleoplasm///nucleoplasm///nucleus///spindle midzone///spindle midzone"	"GO:0005096///GO:0005096///GO:0043014///GO:0043014///GO:0048487///GO:0048487///GO:0043015///GO:0043015///GO:0046872///GO:0008017///GO:0008017///GO:0005547///GO:0005547///GO:0019901///GO:0019901"	"GO:0000915///GO:0000915///GO:0035556///GO:0000281///GO:0000281///GO:0051256///GO:0051256///GO:0007405///GO:0043547///GO:0032467///GO:0032467///GO:0043087///GO:0051988///GO:0051988///GO:0007283///GO:0007283///GO:0008272///GO:0008272"	"GO:0097149///GO:0097149///GO:0032154///GO:0032154///GO:0005737///GO:0070062///GO:0070062///GO:0031234///GO:0031234///GO:0030496///GO:0030496///GO:0072686///GO:0005654///GO:0005654///GO:0005634///GO:0051233///GO:0051233"	2.475483662	-0.6661869146	0.0409133972000002	1.91815933772222	31.3453855012089	1.11468647303589e-06	0.000299487254768955	0.367987860483831	68
183071	"kinesin family member 20A"	"Kif20a"	"361308"	"Kinesin family member 20A"	"Kif20a"	"Rn.101107"	"UI-R-BJ1-avv-g-04-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-avv-g-04-0-UI 3-, mRNA sequence"	"8503802"	"BE111697"	NA	NA	""	"18p12"	"Chromosome 18, NC_005117.4 (27424328..27432814)"	"ATP binding///ATPase activity///microtubule binding///microtubule motor activity///protein kinase binding///protein kinase binding"	"cell separation after cytokinesis///cell separation after cytokinesis///microtubule bundle formation///microtubule bundle formation///microtubule-based movement///mitotic cytokinesis///mitotic cytokinesis"	"Golgi apparatus///kinesin complex///microtubule///midbody///midbody///spindle///spindle"	"GO:0005524///GO:0016887///GO:0008017///GO:0003777///GO:0019901///GO:0019901"	"GO:0000920///GO:0000920///GO:0001578///GO:0001578///GO:0007018///GO:0000281///GO:0000281"	"GO:0005794///GO:0005871///GO:0005874///GO:0030496///GO:0030496///GO:0005819///GO:0005819"	1.72611849833333	-0.391759214733333	-0.0520496629333333	0.874551849111111	31.2532489597101	1.13577489647328e-06	0.000299487254768955	0.980915685057637	18
30056	"gamma-secretase activating protein"	"Gsap"	"311984"	"Pigeon homolog (Drosophila)"	"Pion"	"Rn.17968"	"UI-R-CN1-cmq-g-19-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cmq-g-19-0-UI 3-, mRNA sequence"	"20371061"	"BQ195510"	NA	NA	""	"4q11"	"Chromosome 4, NC_005103.4 (10423090..10517888, complement)"	"beta-amyloid binding///beta-amyloid binding"	"positive regulation of beta-amyloid formation///positive regulation of beta-amyloid formation///regulation of proteolysis///regulation of proteolysis"	"trans-Golgi network///trans-Golgi network"	"GO:0001540///GO:0001540"	"GO:1902004///GO:1902004///GO:0030162///GO:0030162"	"GO:0005802///GO:0005802"	4.6107958746	-1.9138667554	-1.198858239	3.03152702661111	31.2461115944233	1.13742730569379e-06	0.000299487254768955	0.604971112960591	49
319110	"solute carrier family 44 member 1"	"Slc44a1"	"85254"	"Solute carrier family 44, member 1"	"Slc44a1"	"Rn.97686"	"EST190573 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVAA37 5- end, mRNA sequence"	"4131564"	"AA801076"	NA	NA	""	"5q24"	"Chromosome 5, NC_005104.4 (70243629..70424115)"	"choline transmembrane transporter activity///choline transmembrane transporter activity"	"choline transport///choline transport///transport"	"extracellular exosome///extracellular exosome///integral component of membrane///integral component of membrane///membrane///mitochondrion///mitochondrion///nucleoplasm///nucleoplasm"	"GO:0015220///GO:0015220"	"GO:0015871///GO:0015871///GO:0006810"	"GO:0070062///GO:0070062///GO:0016021///GO:0016021///GO:0016020///GO:0005739///GO:0005739///GO:0005654///GO:0005654"	7.74074086566667	-2.50652123366666	-3.31913901766667	13.0410778530556	31.054752537652	1.18276289101425e-06	0.000309028648893769	-0.752519555810458	35
69057	""	""	""	"Transcribed locus"	""	"Rn.18599"	"UI-R-C0-je-a-06-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-je-a-06-0-UI 3-, mRNA sequence"	"3248632"	"AI030806"	NA	NA	""	""	""	""	""	""	""	""	""	1.27969405473333	-0.238223275933333	-0.196381816733332	2.72617299327778	30.9952001932022	1.19728720903808e-06	0.000310435552230438	-1.09107817694808	13
289089	""	""	""	"Similar to 2300003P22Rik protein"	"RGD1560859"	"Rn.199287"	"UI-R-DD0-bzw-f-09-0-UI.s1 UI-R-DD0 Rattus norvegicus cDNA clone UI-R-DD0-bzw-f-09-0-UI 3-, mRNA sequence"	"14933191"	"BI282431"	NA	NA	""	""	""	""	""	""	""	""	""	1.145239003	-0.2094574758	-0.2114296614	1.34261717694444	30.733054997388	1.26367433248977e-06	0.000317156565819383	-0.229399295306	77
155019	""	""	""	"Uncharacterized LOC100912353"	"LOC100912353"	"Rn.204022"	"UI-R-C1-ld-b-08-0-UI.r1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-ld-b-08-0-UI 5-, mRNA sequence"	"11668236"	"BF558506"	NA	NA	""	""	""	""	""	""	""	""	""	1.04305000386667	-0.414079916866666	-0.224633348266666	1.69996380694444	30.6741939154572	1.27914854638698e-06	0.000317156565819383	-0.704695708627176	40
30014	"retinoic acid receptor responder 1"	"Rarres1"	"310486"	"Retinoic acid receptor responder (tazarotene induced) 1"	"Rarres1"	"Rn.16737"	"UI-R-DZ0-ckn-c-21-0-UI.s1 NCI_CGAP_DZ0 Rattus norvegicus cDNA clone IMAGE:7337903 3-, mRNA sequence"	"18188816"	"BM388763"	NA	NA	""	"2q31"	"Chromosome 2, NC_005101.4 (164650722..164684982, complement)"	""	"negative regulation of cell proliferation"	"extracellular exosome///extracellular exosome"	""	"GO:0008285"	"GO:0070062///GO:0070062"	4.22212179873333	-1.86718131093333	-2.47152366713333	3.95234315466667	30.5899856653492	1.30166146594519e-06	0.000318073621239529	0.0952599861880784	86
220101	"ectonucleoside triphosphate diphosphohydrolase 2"	"Entpd2"	"64467"	""	""	""	"Rattus norvegicus ectonucleoside triphosphate diphosphohydrolase 2 (Entpd2), mRNA"	"25282444"	"NM_172030"	NA	NA	""	"3p13"	"Chromosome 3, NC_005102.4 (2617795..2623818)"	"ATP binding///ATPase activity///adenosine-diphosphatase activity///identical protein binding///nucleoside-diphosphatase activity///nucleoside-diphosphatase activity///nucleoside-triphosphatase activity///nucleoside-triphosphatase activity"	"G-protein coupled receptor signaling pathway///G-protein coupled receptor signaling pathway///cellular response to interferon-alpha///cellular response to interleukin-6///cellular response to lipopolysaccharide///cellular response to tumor necrosis factor///platelet activation///platelet activation///protein homooligomerization///purine ribonucleoside diphosphate catabolic process///purine ribonucleoside diphosphate catabolic process///response to auditory stimulus"	"basal lamina///basal lamina///cell body///cell projection membrane///cell surface///extracellular exosome///extracellular exosome///integral component of membrane///plasma membrane///plasma membrane///plasma membrane"	"GO:0005524///GO:0016887///GO:0043262///GO:0042802///GO:0017110///GO:0017110///GO:0017111///GO:0017111"	"GO:0007186///GO:0007186///GO:0035457///GO:0071354///GO:0071222///GO:0071356///GO:0030168///GO:0030168///GO:0051260///GO:0009181///GO:0009181///GO:0010996"	"GO:0005605///GO:0005605///GO:0044297///GO:0031253///GO:0009986///GO:0070062///GO:0070062///GO:0016021///GO:0005886///GO:0005886///GO:0005886"	3.13943165766667	-1.15685569366667	-1.74122279106667	4.961243885	30.5502000245887	1.31245415162405e-06	0.000318420126529018	-0.660198472419628	44
74026	"cell division cycle 20"	"Cdc20"	"64515"	""	""	""	"Rattus norvegicus cell division cycle 20 (Cdc20), mRNA"	"25282462"	"NM_171993"	NA	NA	""	"5q36"	"Chromosome 5, NC_005104.4 (137260728..137264931, complement)"	"enzyme binding///histone deacetylase binding///protein C-terminus binding///protein C-terminus binding///protein binding"	"anaphase-promoting complex-dependent catabolic process///anaphase-promoting complex-dependent catabolic process///cell division///mitotic nuclear division///positive regulation of cell proliferation///positive regulation of synapse maturation///positive regulation of synapse maturation///positive regulation of synaptic plasticity///positive regulation of synaptic plasticity///positive regulation of ubiquitin protein ligase activity///positive regulation of ubiquitin protein ligase activity///protein ubiquitination///regulation of dendrite development///regulation of meiotic nuclear division///regulation of meiotic nuclear division"	"colocalizes_with anaphase-promoting complex///colocalizes_with anaphase-promoting complex///centrosome///cytoplasm///nucleoplasm///nucleoplasm///nucleus///perinuclear region of cytoplasm///protein complex///spindle pole"	"GO:0019899///GO:0042826///GO:0008022///GO:0008022///GO:0005515"	"GO:0031145///GO:0031145///GO:0051301///GO:0007067///GO:0008284///GO:0090129///GO:0090129///GO:0031915///GO:0031915///GO:1904668///GO:1904668///GO:0016567///GO:0050773///GO:0040020///GO:0040020"	"colocalizes_with GO:0005680///colocalizes_with GO:0005680///GO:0005813///GO:0005737///GO:0005654///GO:0005654///GO:0005634///GO:0048471///GO:0043234///GO:0000922"	1.91774614526667	-0.508835621466667	-0.197347328066667	1.07165043333333	30.4675558492666	1.33519906704597e-06	0.000320779643749735	0.839577378348734	29
198070	"phospholipase C beta 3"	"Plcb3"	"29322"	"Phospholipase C, beta 3 (phosphatidylinositol-specific)"	"Plcb3"	"Rn.16983"	"UI-R-DK0-cdg-h-01-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cdg-h-01-0-UI 3-, mRNA sequence"	"14945355"	"BI288605"	NA	NA	""	"1q43"	"Chromosome 1, NC_005100.4 (222207887..222224987, complement)"	"calcium ion binding///calmodulin binding///calmodulin binding///phosphatidylinositol phospholipase C activity///phosphatidylinositol phospholipase C activity///phospholipase C activity///protein binding///signal transducer activity///signal transducer activity"	"G-protein coupled receptor signaling pathway///chemical synaptic transmission///intracellular signal transduction///intracellular signal transduction///lipid catabolic process///phospholipid catabolic process///post-Golgi vesicle-mediated transport///regulation of systemic arterial blood pressure///regulation of systemic arterial blood pressure"	"cytosol///nucleoplasm///nucleoplasm///protein complex///protein complex///sarcolemma"	"GO:0005509///GO:0005516///GO:0005516///GO:0004435///GO:0004435///GO:0004629///GO:0005515///GO:0004871///GO:0004871"	"GO:0007186///GO:0007268///GO:0035556///GO:0035556///GO:0016042///GO:0009395///GO:0006892///GO:0003073///GO:0003073"	"GO:0005829///GO:0005654///GO:0005654///GO:0043234///GO:0043234///GO:0042383"	2.2043689328	-0.9730811666	-0.5925364744	3.58281526872222	30.4456847302394	1.34129290583013e-06	0.000320779643749735	-0.700727959725503	42
314067	"cyclin-dependent kinase inhibitor 2C"	"Cdkn2c"	"54238"	""	""	""	"Rattus norvegicus cyclin-dependent kinase inhibitor 2C (Cdkn2c), mRNA"	"57527938"	"NM_131902"	NA	NA	""	"5q35"	"Chromosome 5, NC_005104.4 (129347731..129352886, complement)"	"cyclin-dependent protein serine/threonine kinase inhibitor activity///cyclin-dependent protein serine/threonine kinase inhibitor activity///kinase activity///protein kinase binding///protein kinase binding"	"G1/S transition of mitotic cell cycle///G1/S transition of mitotic cell cycle///cell cycle arrest///cell cycle arrest///negative regulation of cell growth///negative regulation of cell growth///negative regulation of cell proliferation///negative regulation of cell proliferation///negative regulation of cyclin-dependent protein serine/threonine kinase activity///negative regulation of phosphorylation///negative regulation of protein serine/threonine kinase activity///oligodendrocyte differentiation///phosphorylation///regulation of cyclin-dependent protein serine/threonine kinase activity///regulation of cyclin-dependent protein serine/threonine kinase activity"	"cytoplasm///cytoplasm///nucleus///nucleus"	"GO:0004861///GO:0004861///GO:0016301///GO:0019901///GO:0019901"	"GO:0000082///GO:0000082///GO:0007050///GO:0007050///GO:0030308///GO:0030308///GO:0008285///GO:0008285///GO:0045736///GO:0042326///GO:0071901///GO:0048709///GO:0016310///GO:0000079///GO:0000079"	"GO:0005737///GO:0005737///GO:0005634///GO:0005634"	6.08942692533333	-2.26551030893333	-0.838278633733333	5.50908977011111	30.1776776972561	1.41858600004108e-06	0.000325875703281097	0.144492491120386	83
51068	"S100 calcium-binding protein A4"	"S100a4"	"24615"	""	""	""	"Rattus norvegicus S100 calcium-binding protein A4 (S100a4), mRNA"	"402744351"	"NM_012618"	NA	NA	""	"2q34"	"Chromosome 2, NC_005101.4 (189997278..189999587)"	"RAGE receptor binding///RAGE receptor binding///actin binding///calcium ion binding///calcium ion binding///calcium ion binding///calcium-dependent protein binding///calcium-dependent protein binding///identical protein binding///poly(A) RNA binding///poly(A) RNA binding///protein binding///protein heterodimerization activity///protein homodimerization activity"	"positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of I-kappaB kinase/NF-kappaB signaling"	"extracellular exosome///extracellular exosome///extracellular space///extracellular space///neuron projection///nucleus///nucleus///perinuclear region of cytoplasm///perinuclear region of cytoplasm"	"GO:0050786///GO:0050786///GO:0003779///GO:0005509///GO:0005509///GO:0005509///GO:0048306///GO:0048306///GO:0042802///GO:0044822///GO:0044822///GO:0005515///GO:0046982///GO:0042803"	"GO:0043123///GO:0043123"	"GO:0070062///GO:0070062///GO:0005615///GO:0005615///GO:0043005///GO:0005634///GO:0005634///GO:0048471///GO:0048471"	49.3252910906667	-19.8566498626667	-21.2877093626667	28.5094062784444	30.1731392123403	1.41993770492853e-06	0.000325875703281097	0.79088957016645	33
50031	"scavenger receptor cysteine rich family member with 5 domains"	"Ssc5d"	"308341"	"Scavenger receptor cysteine rich domain containing (5 domains)"	"Ssc5d"	"Rn.68344"	"UI-R-BJ0p-aip-h-06-0-UI.s1 UI-R-BJ0p Rattus norvegicus cDNA clone UI-R-BJ0p-aip-h-06-0-UI 3-, mRNA sequence"	"7167667"	"AW525317"	NA	NA	""	"1q12"	"Chromosome 1, NC_005100.4 (72443756..72462293, complement)"	"extracellular matrix binding///fibronectin binding///fibronectin binding///laminin binding///laminin binding///scavenger receptor activity///scavenger receptor activity"	"defense response///defense response to Gram-negative bacterium///defense response to Gram-negative bacterium///defense response to Gram-positive bacterium///defense response to Gram-positive bacterium///detection of bacterial lipoprotein///detection of bacterial lipoprotein///negative regulation of interleukin-8 secretion///negative regulation of interleukin-8 secretion///receptor-mediated endocytosis///regulation of interleukin-8 secretion"	"extracellular matrix///extracellular matrix///extracellular space///extracellular space///intracellular///intracellular///membrane"	"GO:0050840///GO:0001968///GO:0001968///GO:0043236///GO:0043236///GO:0005044///GO:0005044"	"GO:0006952///GO:0050829///GO:0050829///GO:0050830///GO:0050830///GO:0042494///GO:0042494///GO:2000483///GO:2000483///GO:0006898///GO:2000482"	"GO:0031012///GO:0031012///GO:0005615///GO:0005615///GO:0005622///GO:0005622///GO:0016020"	12.1805291993333	-6.80532450593333	-5.10293066213333	8.51444106961111	30.0897184944938	1.44504508559696e-06	0.000329412089781118	0.516593081990763	56
55112	"cyclin-dependent kinase 1"	"Cdk1"	"54237"	""	""	""	"Rattus norvegicus cyclin-dependent kinase 1 (Cdk1), mRNA"	"9506474"	"NM_019296"	NA	NA	""	"20p11"	"Chromosome 20, NC_005119.4 (20576343..20591510)"	"ATP binding///Hsp70 protein binding///Hsp70 protein binding///RNA polymerase II carboxy-terminal domain kinase activity///RNA polymerase II carboxy-terminal domain kinase activity///chromatin binding///cyclin binding///cyclin-dependent protein serine/threonine kinase activity///cyclin-dependent protein serine/threonine kinase activity///histone kinase activity///histone kinase activity///kinase activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity"	"Golgi disassembly///apoptotic process///cell aging///cell division///cell proliferation///cellular response to hydrogen peroxide///chromosome condensation///epithelial cell differentiation///epithelial cell differentiation///histone phosphorylation///mitotic G2 DNA damage checkpoint///mitotic G2 DNA damage checkpoint///mitotic cell cycle///mitotic cell cycle phase transition///mitotic nuclear division///negative regulation of apoptotic process///negative regulation of apoptotic process///organ regeneration///peptidyl-serine phosphorylation///peptidyl-serine phosphorylation///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///peptidyl-threonine phosphorylation///positive regulation of DNA replication///positive regulation of cardiac muscle cell proliferation///positive regulation of gene expression///positive regulation of mitotic cell cycle///positive regulation of protein import into nucleus, translocation///positive regulation of protein localization to nucleus///protein complex assembly///protein localization to kinetochore///protein localization to kinetochore///protein phosphorylation///response to activity///response to amine///response to axon injury///response to cadmium ion///response to copper ion///response to drug///response to ethanol///response to hydrogen peroxide///response to organic cyclic compound///response to organonitrogen compound///response to toxic substance///ventricular cardiac muscle cell development"	"centrosome///centrosome///cytoplasm///cytoplasm///extracellular exosome///extracellular exosome///membrane///membrane///midbody///midbody///mitochondrion///mitotic spindle///mitotic spindle///nuclear chromosome, telomeric region///nuclear chromosome, telomeric region///nucleus///nucleus///spindle microtubule///spindle microtubule"	"GO:0005524///GO:0030544///GO:0030544///GO:0008353///GO:0008353///GO:0003682///GO:0030332///GO:0004693///GO:0004693///GO:0035173///GO:0035173///GO:0016301///GO:0005515///GO:0004672///GO:0004674///GO:0004674"	"GO:0090166///GO:0006915///GO:0007569///GO:0051301///GO:0008283///GO:0070301///GO:0030261///GO:0030855///GO:0030855///GO:0016572///GO:0007095///GO:0007095///GO:0000278///GO:0044772///GO:0007067///GO:0043066///GO:0043066///GO:0031100///GO:0018105///GO:0018105///GO:0018105///GO:0018107///GO:0018107///GO:0045740///GO:0060045///GO:0010628///GO:0045931///GO:0033160///GO:1900182///GO:0006461///GO:0034501///GO:0034501///GO:0006468///GO:0014823///GO:0014075///GO:0048678///GO:0046686///GO:0046688///GO:0042493///GO:0045471///GO:0042542///GO:0014070///GO:0010243///GO:0009636///GO:0055015"	"GO:0005813///GO:0005813///GO:0005737///GO:0005737///GO:0070062///GO:0070062///GO:0016020///GO:0016020///GO:0030496///GO:0030496///GO:0005739///GO:0072686///GO:0072686///GO:0000784///GO:0000784///GO:0005634///GO:0005634///GO:0005876///GO:0005876"	6.17837233666667	-1.52334680546667	-0.242498815266666	2.65240655172222	29.7127146418701	1.56497634685993e-06	0.000335646835299987	1.2199248931989	11
12050	"centrosomal protein 55"	"Cep55"	"294074"	"Centrosomal protein 55"	"Cep55"	"Rn.90818"	"UI-R-FS0-cqt-j-08-0-UI.s1 NCI_CGAP_FS0 Rattus norvegicus cDNA clone IMAGE:7358026 3-, mRNA sequence"	"25001154"	"CA510200"	NA	NA	""	"1q53"	"Chromosome 1, NC_005100.4 (256745251..256760794)"	""	"cell separation after cytokinesis///cell separation after cytokinesis///establishment of protein localization///establishment of protein localization///mitotic cytokinesis///mitotic cytokinesis///NOT mitotic metaphase plate congression///mitotic nuclear division///NOT nucleus organization"	"centriole///centrosome///cleavage furrow///intercellular bridge///intercellular bridge///membrane///membrane///midbody///midbody///midbody"	""	"GO:0000920///GO:0000920///GO:0045184///GO:0045184///GO:0000281///GO:0000281///NOT GO:0007080///GO:0007067///NOT GO:0006997"	"GO:0005814///GO:0005813///GO:0032154///GO:0045171///GO:0045171///GO:0016020///GO:0016020///GO:0030496///GO:0030496///GO:0030496"	1.53152734046667	-0.486190933866667	-0.0240517326666665	0.769337366611111	29.3360949445451	1.69618240324674e-06	0.000349459258177413	0.993282835159297	16
